裝置名稱,裝置編號,裝置位置,測量時間,溫度,溫度異常,濕度,濕度異常,溫度補償,濕度補償,電池電量
Dave,170436,機房,"01/15/2022, 16:55:29",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:55:29",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:55:18",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:55:18",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:55:08",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:55:07",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:54:57",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:54:57",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:54:46",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:54:46",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:54:36",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:54:36",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:54:25",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:54:25",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:54:14",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:54:14",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:54:04",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:54:04",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:53:53",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:53:53",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:53:42",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:53:42",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:53:32",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:53:32",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:53:21",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:53:21",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:53:10",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:53:10",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:53:00",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:53:00",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:52:49",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:52:49",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:52:37",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:52:37",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:52:26",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:52:26",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:52:16",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:52:16",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:52:05",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:52:05",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:51:54",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:51:54",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:51:44",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:51:44",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:51:33",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:51:33",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:51:23",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:51:22",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:51:12",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:51:12",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:51:01",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:51:01",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:50:51",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:50:51",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:50:40",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:50:40",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:50:29",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:50:29",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:50:19",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:50:19",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:50:08",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:50:08",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:49:57",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:49:57",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:49:47",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:49:47",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:49:36",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:49:36",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:49:26",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:49:25",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:49:15",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:49:15",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:49:04",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:49:04",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:48:53",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:48:53",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:48:43",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:48:43",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:48:32",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:48:32",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:48:21",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:48:21",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:48:11",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:48:11",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:48:00",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:48:00",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:47:50",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:47:49",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:47:39",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:47:39",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:47:28",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:47:28",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:47:17",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:47:17",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:47:07",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:47:06",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:46:56",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:46:56",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:46:45",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:46:45",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:46:35",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:46:35",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:46:24",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:46:24",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:46:13",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:46:13",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:46:03",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:46:02",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:45:51",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:45:51",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:45:41",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:45:41",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:45:30",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:45:30",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:45:19",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:45:19",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:45:09",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:45:09",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:44:58",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:44:58",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:44:47",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:44:47",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:44:37",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:44:37",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:44:26",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:44:26",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:44:16",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:44:15",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:44:05",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:44:05",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:43:54",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:43:54",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:43:44",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:43:44",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:43:32",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:43:32",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:43:21",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:43:21",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:43:11",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:43:11",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:43:00",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:43:00",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:42:50",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:42:50",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:42:39",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:42:39",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:42:28",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:42:28",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:42:18",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:42:18",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:42:07",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:42:07",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:41:56",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:41:56",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:41:46",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:41:46",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:41:35",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:41:35",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:41:25",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:41:25",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:41:14",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:41:14",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:41:03",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:41:03",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:40:53",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:40:53",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:40:42",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:40:42",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:40:31",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:40:31",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:40:21",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:40:20",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:40:10",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:40:10",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:39:59",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:39:59",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:39:49",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:39:49",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:39:38",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:39:38",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:39:27",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:39:27",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:39:17",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:39:17",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:39:06",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:39:06",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:38:56",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:38:56",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:38:45",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:38:45",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:38:34",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:38:34",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:38:24",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:38:24",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:38:13",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:38:13",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:38:02",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:38:02",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:37:52",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:37:52",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:37:41",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:37:41",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:37:31",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:37:31",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:37:20",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:37:20",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:37:09",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:37:09",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:36:59",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:36:59",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:36:48",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:36:48",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:36:37",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:36:37",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:36:27",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:36:27",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:36:16",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:36:16",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:36:06",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:36:05",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:35:55",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:35:55",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:35:44",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:35:44",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:35:34",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:35:34",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:35:23",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:35:23",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:35:12",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:35:12",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:35:02",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:35:02",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:34:51",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:34:51",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:34:41",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:34:40",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:34:30",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:34:30",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:34:19",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:34:19",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:34:09",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:34:09",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:33:58",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:33:58",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:33:47",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:33:47",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:33:37",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:33:37",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:33:26",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:33:26",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:33:16",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:33:16",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:33:05",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:33:05",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:32:54",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:32:54",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:32:44",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:32:44",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:32:33",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:32:33",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:32:22",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:32:22",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:32:12",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:32:12",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:32:01",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:32:01",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:31:51",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:31:50",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:31:40",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:31:40",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:31:29",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:31:29",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:31:19",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:31:19",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:31:08",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:31:08",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:30:58",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:30:57",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:30:47",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:30:47",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:30:36",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:30:36",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:30:26",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:30:26",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:30:15",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:30:15",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:30:04",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:30:04",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:29:54",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:29:54",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:29:43",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:29:43",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:29:33",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:29:33",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:29:22",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:29:22",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:29:11",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:29:11",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:29:01",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:29:01",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:28:50",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:28:50",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:28:40",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:28:40",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:28:29",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:28:29",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:28:19",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:28:18",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:28:08",-255,異常,-255,異常,0,0,-1%
